SITE	BESTPROB	takifugu_rubripes1	takifugu_rubripes2	tetraodon_nigroviridis1	tetraodon_nigroviridis2	gasterosteus_aculeatus1	gasterosteus_aculeatus2	xiphophorus_maculatus1	xiphophorus_maculatus2	oryzias_latipes1	oryzias_latipes2	oreochromis_niloticus1	oreochromis_niloticus2	danio_rerio1	danio_rerio2	astyanax_mexicanus1	astyanax_mexicanus2
92	0.711031	ENSTRUG00000009598	ENSTRUG00000018341	ENSTNIG00000016351	ENSTNIG00000017410	ENSGACG00000010565	ENSGACG00000007553	ENSXMAG00000003970	ENSXMAG00000014713	ENSORLG00000009111	ENSORLG00000016565	ENSONIG00000015284	ENSONIG00000020190	NONE	ENSDARG00000019367	NONE	ENSAMXG00000014435
93	0.711169	NONE	ENSTRUG00000018334	NONE	ENSTNIG00000017408	NONE	ENSGACG00000007595	NONE	ENSXMAG00000014769	NONE	ENSORLG00000016527	NONE	ENSONIG00000020188	NONE	ENSDARG00000070429	NONE	ENSAMXG00000014479
94	0.69286	ENSTRUG00000009989	NONE	ENSTNIG00000016353	NONE	ENSGACG00000010546	NONE	ENSXMAG00000003988	NONE	ENSORLG00000009148	NONE	ENSONIG00000015280	NONE	NONE	ENSDARG00000043680	ENSAMXG00000009237	NONE
95	0.699143	ENSTRUG00000010344	ENSTRUG00000018323	ENSTNIG00000016355	ENSTNIG00000017406	ENSGACG00000010513	ENSGACG00000007611	ENSXMAG00000004013	ENSXMAG00000014805	ENSORLG00000017506	ENSORLG00000016515	ENSONIG00000015268	ENSONIG00000020186	ENSDARG00000020133	ENSDARG00000040137	NONE	ENSAMXG00000014502
96	0.706081	NONE	ENSTRUG00000018314	NONE	ENSTNIG00000017405	NONE	ENSGACG00000007617	NONE	ENSXMAG00000014809	NONE	ENSORLG00000016509	NONE	ENSONIG00000020185	NONE	ENSDARG00000040135	NONE	ENSAMXG00000014513
97	0.711259	ENSTRUG00000010579	NONE	ENSTNIG00000016357	NONE	ENSGACG00000010476	NONE	ENSXMAG00000004017	NONE	ENSORLG00000017502	NONE	ENSONIG00000015264	NONE	ENSDARG00000031683	NONE	ENSAMXG00000013765	NONE
98	0.711291	NONE	ENSTRUG00000018297	NONE	ENSTNIG00000017402	NONE	ENSGACG00000007632	NONE	ENSXMAG00000014847	NONE	ENSORLG00000016466	NONE	ENSONIG00000020182	NONE	ENSDARG00000102122	NONE	ENSAMXG00000014545
99	0.711291	NONE	ENSTRUG00000018277	NONE	ENSTNIG00000017400	NONE	ENSGACG00000007688	NONE	ENSXMAG00000014899	NONE	ENSORLG00000016408	NONE	ENSONIG00000020175	NONE	ENSDARG00000053517	NONE	ENSAMXG00000001591
100	0.711291	ENSTRUG00000010739	NONE	ENSTNIG00000016358	NONE	ENSGACG00000010450	NONE	ENSXMAG00000004020	NONE	ENSORLG00000017499	NONE	ENSONIG00000015257	NONE	ENSDARG00000041391	NONE	ENSAMXG00000013751	NONE
101	0.711291	NONE	ENSTRUG00000018276	NONE	ENSTNIG00000017399	NONE	ENSGACG00000007712	NONE	ENSXMAG00000014962	NONE	ENSORLG00000016363	NONE	ENSONIG00000020174	NONE	ENSDARG00000038154	NONE	ENSAMXG00000001547
102	0.71129	NONE	ENSTRUG00000018269	NONE	ENSTNIG00000017398	NONE	ENSGACG00000007718	NONE	ENSXMAG00000014967	NONE	ENSORLG00000016360	NONE	ENSONIG00000020173	NONE	ENSDARG00000090912	NONE	ENSAMXG00000001535
103	0.711226	ENSTRUG00000010849	NONE	ENSTNIG00000016359	NONE	ENSGACG00000010441	NONE	ENSXMAG00000004027	NONE	ENSORLG00000017494	NONE	ENSONIG00000015252	NONE	ENSDARG00000041397	NONE	ENSAMXG00000013730	NONE
104	0.706869	ENSTRUG00000008898	NONE	ENSTNIG00000008209	NONE	ENSGACG00000004766	NONE	ENSXMAG00000003868	NONE	ENSORLG00000003220	NONE	ENSONIG00000000154	NONE	ENSDARG00000063310	NONE	ENSAMXG00000016404	NONE
105	0.711213	ENSTRUG00000008436	NONE	ENSTNIG00000008212	NONE	ENSGACG00000004785	NONE	ENSXMAG00000003904	NONE	ENSORLG00000002467	NONE	ENSONIG00000000150	NONE	ENSDARG00000079543	NONE	ENSAMXG00000016436	NONE
106	0.711181	ENSTRUG00000007438	NONE	ENSTNIG00000008215	NONE	ENSGACG00000004840	NONE	ENSXMAG00000003998	NONE	ENSORLG00000002363	NONE	ENSONIG00000000142	NONE	ENSDARG00000002267	NONE	ENSAMXG00000016501	NONE
107	0.678352	NONE	ENSTRUG00000018231	NONE	ENSTNIG00000017392	NONE	ENSGACG00000007752	NONE	ENSXMAG00000015074	NONE	ENSORLG00000016318	NONE	ENSONIG00000020168	NONE	ENSDARG00000027984	NONE	ENSAMXG00000002550
108	0.2396	ENSTRUG00000007317	NONE	ENSTNIG00000008216	NONE	ENSGACG00000004881	NONE	ENSXMAG00000004016	NONE	ENSORLG00000002345	NONE	ENSONIG00000000139	NONE	ENSDARG00000026835	ENSDARG00000089791	ENSAMXG00000005337	NONE
109	0.238683	ENSTRUG00000007275	NONE	ENSTNIG00000008217	NONE	ENSGACG00000004928	NONE	ENSXMAG00000004030	NONE	ENSORLG00000002330	NONE	ENSONIG00000000137	NONE	ENSDARG00000001971	ENSDARG00000087198	ENSAMXG00000005349	ENSAMXG00000016901
110	0.711224	ENSTRUG00000000186	NONE	ENSTNIG00000008219	NONE	ENSGACG00000004946	NONE	ENSXMAG00000004046	NONE	ENSORLG00000002313	NONE	ENSONIG00000000130	NONE	ENSDARG00000003576	NONE	ENSAMXG00000009056	NONE
111	0.711288	NONE	ENSTRUG00000014987	NONE	ENSTNIG00000016298	NONE	ENSGACG00000013322	NONE	ENSXMAG00000007281	NONE	ENSORLG00000016944	NONE	ENSONIG00000000631	NONE	ENSDARG00000009607	NONE	ENSAMXG00000000567
112	0.71094	ENSTRUG00000000256	ENSTRUG00000015053	ENSTNIG00000007011	ENSTNIG00000016299	ENSGACG00000004979	ENSGACG00000013342	ENSXMAG00000004109	ENSXMAG00000007296	ENSORLG00000002208	ENSORLG00000016932	ENSONIG00000000125	ENSONIG00000000628	ENSDARG00000078981	ENSDARG00000075956	ENSAMXG00000008654	ENSAMXG00000000565
113	0.711223	ENSTRUG00000000277	NONE	ENSTNIG00000014274	NONE	ENSGACG00000004989	NONE	ENSXMAG00000004128	NONE	ENSORLG00000002192	NONE	ENSONIG00000000120	NONE	ENSDARG00000069855	NONE	ENSAMXG00000008502	NONE
114	0.706849	ENSTRUG00000000292	NONE	ENSTNIG00000014275	NONE	ENSGACG00000005006	NONE	ENSXMAG00000004156	NONE	ENSORLG00000002170	NONE	ENSONIG00000000116	NONE	ENSDARG00000075013	NONE	ENSAMXG00000008916	NONE
115	0.940533	ENSTRUG00000015043	NONE	ENSTNIG00000011982	ENSTNIG00000011979	ENSGACG00000006506	ENSGACG00000006762	ENSXMAG00000018625	ENSXMAG00000017377	ENSORLG00000004383	NONE	ENSONIG00000002091	NONE	ENSDARG00000053135	NONE	ENSAMXG00000014380	NONE
116	0.967164	ENSTRUG00000015145	NONE	ENSTNIG00000011983	NONE	ENSGACG00000006503	NONE	ENSXMAG00000018638	NONE	ENSORLG00000004317	NONE	ENSONIG00000002089	NONE	ENSDARG00000087601	NONE	ENSAMXG00000014413	NONE
117	0.967174	ENSTRUG00000015170	NONE	ENSTNIG00000011984	NONE	ENSGACG00000006473	NONE	ENSXMAG00000018646	NONE	ENSORLG00000004294	NONE	ENSONIG00000002081	NONE	ENSDARG00000018653	NONE	ENSAMXG00000014422	NONE
118	0.967174	ENSTRUG00000015204	NONE	ENSTNIG00000011986	NONE	ENSGACG00000006470	NONE	ENSXMAG00000018647	NONE	ENSORLG00000004275	NONE	ENSONIG00000002077	NONE	ENSDARG00000074897	NONE	ENSAMXG00000014425	NONE
119	0.967174	ENSTRUG00000015273	NONE	ENSTNIG00000011988	NONE	ENSGACG00000006452	NONE	ENSXMAG00000018659	NONE	ENSORLG00000004248	NONE	ENSONIG00000002067	NONE	ENSDARG00000077114	NONE	ENSAMXG00000014452	NONE
120	0.967174	ENSTRUG00000015333	NONE	ENSTNIG00000011989	NONE	ENSGACG00000006447	NONE	ENSXMAG00000018674	NONE	ENSORLG00000004225	NONE	ENSONIG00000002062	NONE	ENSDARG00000004757	NONE	ENSAMXG00000014478	NONE
121	0.967174	NONE	ENSTRUG00000004220	NONE	ENSTNIG00000003586	NONE	ENSGACG00000004291	NONE	ENSXMAG00000006175	NONE	ENSORLG00000020557	NONE	ENSONIG00000000582	NONE	ENSDARG00000016200	NONE	ENSAMXG00000009843
122	0.967086	ENSTRUG00000015375	NONE	ENSTNIG00000011990	NONE	ENSGACG00000006443	NONE	ENSXMAG00000018690	NONE	ENSORLG00000004195	NONE	ENSONIG00000002058	NONE	ENSDARG00000041530	NONE	ENSAMXG00000014487	NONE
123	0.960901	ENSTRUG00000015386	NONE	ENSTNIG00000011992	NONE	ENSGACG00000006426	NONE	ENSXMAG00000018712	NONE	ENSORLG00000004182	NONE	ENSONIG00000002053	NONE	ENSDARG00000067630	NONE	ENSAMXG00000024809	NONE
124	0.965281	ENSTRUG00000015392	NONE	ENSTNIG00000011994	NONE	ENSGACG00000006411	NONE	ENSXMAG00000018715	NONE	ENSORLG00000004164	NONE	ENSONIG00000002047	NONE	ENSDARG00000057255	NONE	ENSAMXG00000024808	NONE
125	0.957846	ENSTRUG00000015661	ENSTRUG00000003571	ENSTNIG00000011996	ENSTNIG00000006238	ENSGACG00000006352	NONE	ENSXMAG00000018891	ENSXMAG00000006198	ENSORLG00000003974	NONE	ENSONIG00000002031	NONE	ENSDARG00000056732	NONE	ENSAMXG00000024802	ENSAMXG00000003942
126	0.823557	ENSTRUG00000015665	ENSTRUG00000003493	ENSTNIG00000011997	NONE	NONE	ENSGACG00000004308	ENSXMAG00000018899	NONE	ENSORLG00000003967	NONE	NONE	ENSONIG00000000591	ENSDARG00000054560	NONE	ENSAMXG00000024801	NONE
127	0.967038	NONE	ENSTRUG00000013949	NONE	ENSTNIG00000016972	NONE	ENSGACG00000005445	NONE	ENSXMAG00000003112	NONE	ENSORLG00000011797	NONE	ENSONIG00000002355	NONE	ENSDARG00000012135	NONE	ENSAMXG00000020555
128	0.967124	NONE	ENSTRUG00000014024	NONE	ENSTNIG00000016971	NONE	ENSGACG00000004769	NONE	ENSXMAG00000003153	NONE	ENSORLG00000011852	NONE	ENSONIG00000002363	NONE	ENSDARG00000018010	NONE	ENSAMXG00000020548
129	0.967014	NONE	ENSTRUG00000014068	NONE	ENSTNIG00000016970	NONE	ENSGACG00000004796	NONE	ENSXMAG00000003160	NONE	ENSORLG00000011880	NONE	ENSONIG00000002364	NONE	ENSDARG00000005023	NONE	ENSAMXG00000020542
130	0.922176	NONE	ENSTRUG00000014193	NONE	ENSTNIG00000016969	NONE	ENSGACG00000004817	NONE	ENSXMAG00000003172	NONE	ENSORLG00000003948	NONE	ENSONIG00000002368	NONE	ENSDARG00000104861	NONE	ENSAMXG00000021139
131	0.931883	ENSTRUG00000015742	NONE	ENSTNIG00000011999	NONE	ENSGACG00000006318	NONE	ENSXMAG00000018945	NONE	ENSORLG00000011917	NONE	ENSONIG00000002010	NONE	ENSDARG00000038113	NONE	ENSAMXG00000001081	NONE
132	0.922312	NONE	ENSTRUG00000014244	NONE	ENSTNIG00000016968	NONE	ENSGACG00000004846	NONE	ENSXMAG00000003179	NONE	ENSORLG00000012000	NONE	ENSONIG00000002373	NONE	ENSDARG00000070151	NONE	ENSAMXG00000020470
133	0.957744	ENSTRUG00000016021	ENSTRUG00000015182	ENSTNIG00000012004	ENSTNIG00000007056	ENSGACG00000006271	NONE	ENSXMAG00000019019	NONE	ENSORLG00000003847	NONE	ENSONIG00000001975	NONE	ENSDARG00000098883	NONE	ENSAMXG00000014769	NONE
134	0.951585	ENSTRUG00000002985	ENSTRUG00000014754	ENSTNIG00000012005	ENSTNIG00000007054	NONE	ENSGACG00000006410	ENSXMAG00000019034	ENSXMAG00000006123	ENSORLG00000003837	ENSORLG00000005536	ENSONIG00000001961	ENSONIG00000005066	NONE	ENSDARG00000104414	NONE	ENSAMXG00000017133
135	0.958543	ENSTRUG00000003485	ENSTRUG00000014749	NONE	ENSTNIG00000007053	ENSGACG00000006263	ENSGACG00000006403	NONE	ENSXMAG00000006122	ENSORLG00000003811	ENSORLG00000005542	NONE	ENSONIG00000005065	ENSDARG00000103114	NONE	ENSAMXG00000014780	ENSAMXG00000017112
136	0.966746	ENSTRUG00000003498	NONE	ENSTNIG00000012006	NONE	ENSGACG00000006257	NONE	ENSXMAG00000019055	NONE	ENSORLG00000003806	NONE	ENSONIG00000001957	NONE	ENSDARG00000098235	NONE	ENSAMXG00000014789	NONE
137	0.966679	NONE	ENSTRUG00000014745	NONE	ENSTNIG00000007052	NONE	ENSGACG00000006399	NONE	ENSXMAG00000006119	NONE	ENSORLG00000005546	NONE	ENSONIG00000005064	NONE	ENSDARG00000052638	NONE	ENSAMXG00000013111
138	0.889233	ENSTRUG00000003882	ENSTRUG00000013391	NONE	ENSTNIG00000007049	ENSGACG00000006252	ENSGACG00000006379	ENSXMAG00000019059	ENSXMAG00000006080	ENSORLG00000003782	ENSORLG00000005623	ENSONIG00000001956	ENSONIG00000011486	NONE	ENSDARG00000059775	ENSAMXG00000014797	ENSAMXG00000013108
139	0.887917	ENSTRUG00000004256	ENSTRUG00000013297	ENSTNIG00000012008	ENSTNIG00000007047	ENSGACG00000006217	ENSGACG00000006335	NONE	ENSXMAG00000006052	ENSORLG00000003731	ENSORLG00000005656	ENSONIG00000001949	NONE	NONE	ENSDARG00000009505	NONE	ENSAMXG00000013103
140	0.892059	ENSTRUG00000006000	NONE	ENSTNIG00000007565	NONE	ENSGACG00000007845	NONE	ENSXMAG00000001976	NONE	ENSORLG00000018121	NONE	ENSONIG00000004451	NONE	ENSDARG00000006678	ENSDARG00000021186	ENSAMXG00000010928	ENSAMXG00000003599
141	0.905122	ENSTRUG00000005805	NONE	ENSTNIG00000007566	NONE	ENSGACG00000007818	NONE	ENSXMAG00000001962	NONE	ENSORLG00000018119	NONE	ENSONIG00000004448	NONE	ENSDARG00000075285	ENSDARG00000062865	ENSAMXG00000010919	ENSAMXG00000003626
142	0.91848	ENSTRUG00000005419	NONE	ENSTNIG00000007568	NONE	ENSGACG00000007798	NONE	ENSXMAG00000001932	NONE	ENSORLG00000020845	NONE	ENSONIG00000004426	NONE	ENSDARG00000000631	ENSDARG00000000183	ENSAMXG00000010885	ENSAMXG00000003635
143	0.932141	ENSTRUG00000005009	NONE	ENSTNIG00000007569	NONE	ENSGACG00000007774	NONE	ENSXMAG00000001914	NONE	ENSORLG00000020848	NONE	ENSONIG00000004414	NONE	ENSDARG00000032324	NONE	ENSAMXG00000010854	NONE
144	0.922382	NONE	ENSTRUG00000013246	NONE	ENSTNIG00000007046	NONE	ENSGACG00000006306	NONE	ENSXMAG00000006051	NONE	ENSORLG00000005670	NONE	ENSONIG00000011492	NONE	ENSDARG00000053066	NONE	ENSAMXG00000006726
145	0.868797	ENSTRUG00000003723	ENSTRUG00000009236	ENSTNIG00000007570	ENSTNIG00000014531	ENSGACG00000007758	NONE	ENSXMAG00000001898	NONE	NONE	ENSORLG00000005395	ENSONIG00000004396	ENSONIG00000012186	ENSDARG00000096546	ENSDARG00000038446	NONE	ENSAMXG00000016895
146	0.919017	ENSTRUG00000009422	NONE	ENSTNIG00000001319	NONE	ENSGACG00000008479	NONE	ENSXMAG00000001135	NONE	ENSORLG00000018189	NONE	ENSONIG00000010236	NONE	ENSDARG00000013333	NONE	ENSAMXG00000016499	NONE
147	0.911762	ENSTRUG00000007613	ENSTRUG00000008850	ENSTNIG00000015647	ENSTNIG00000014529	NONE	ENSGACG00000015135	ENSXMAG00000005115	ENSXMAG00000003025	ENSORLG00000018215	ENSORLG00000005307	ENSONIG00000017448	ENSONIG00000012200	ENSDARG00000017537	ENSDARG00000000369	ENSAMXG00000015163	ENSAMXG00000016794
148	0.91893	NONE	ENSTRUG00000008621	NONE	ENSTNIG00000000378	NONE	ENSGACG00000015146	NONE	ENSXMAG00000012494	NONE	ENSORLG00000005272	NONE	ENSONIG00000012210	ENSDARG00000018008	NONE	ENSAMXG00000015106	NONE
149	0.919009	ENSTRUG00000006968	NONE	ENSTNIG00000015646	NONE	ENSGACG00000008352	NONE	ENSXMAG00000005129	NONE	ENSORLG00000018220	NONE	ENSONIG00000017443	NONE	NONE	ENSDARG00000019316	NONE	ENSAMXG00000016740
150	0.920978	ENSTRUG00000007800	NONE	ENSTNIG00000017132	NONE	ENSGACG00000004365	NONE	ENSXMAG00000002050	NONE	ENSORLG00000011643	NONE	ENSONIG00000006145	NONE	ENSDARG00000063573	NONE	ENSAMXG00000002875	NONE
151	0.921046	NONE	ENSTRUG00000008306	NONE	ENSTNIG00000014526	NONE	ENSGACG00000015152	NONE	ENSXMAG00000012467	NONE	ENSORLG00000005250	NONE	ENSONIG00000012220	NONE	ENSDARG00000006301	NONE	ENSAMXG00000016673
152	0.920933	NONE	ENSTRUG00000007251	NONE	ENSTNIG00000014521	NONE	ENSGACG00000015172	NONE	ENSXMAG00000012416	NONE	ENSORLG00000005171	NONE	ENSONIG00000012254	NONE	ENSDARG00000031632	NONE	ENSAMXG00000005189
153	0.915723	ENSTRUG00000008441	NONE	ENSTNIG00000017134	NONE	ENSGACG00000004436	NONE	ENSXMAG00000002031	NONE	ENSORLG00000011689	NONE	ENSONIG00000006156	NONE	NONE	ENSDARG00000079886	NONE	ENSAMXG00000006217
154	0.90126	ENSTRUG00000008542	NONE	ENSTNIG00000017135	NONE	ENSGACG00000004445	NONE	ENSXMAG00000002027	NONE	ENSORLG00000011729	NONE	ENSONIG00000006157	NONE	ENSDARG00000071724	ENSDARG00000014969	ENSAMXG00000002808	ENSAMXG00000011962
155	0.868518	ENSTRUG00000008797	NONE	ENSTNIG00000017136	NONE	ENSGACG00000004456	NONE	ENSXMAG00000002025	NONE	ENSORLG00000007021	NONE	ENSONIG00000006161	NONE	ENSDARG00000045695	ENSDARG00000007241	ENSAMXG00000002792	ENSAMXG00000012024
156	0.855937	ENSTRUG00000008841	NONE	ENSTNIG00000017137	NONE	ENSGACG00000004460	NONE	ENSXMAG00000002011	NONE	ENSORLG00000007501	NONE	ENSONIG00000006163	NONE	ENSDARG00000045417	ENSDARG00000020929	ENSAMXG00000002760	ENSAMXG00000012050
157	0.917469	ENSTRUG00000009910	NONE	ENSTNIG00000017141	NONE	ENSGACG00000004586	NONE	ENSXMAG00000001951	NONE	ENSORLG00000011768	NONE	ENSONIG00000006195	NONE	ENSDARG00000019969	ENSDARG00000038786	ENSAMXG00000006986	ENSAMXG00000000303
158	0.932136	ENSTRUG00000010232	NONE	ENSTNIG00000017142	NONE	ENSGACG00000004595	NONE	ENSXMAG00000001943	NONE	ENSORLG00000011783	NONE	ENSONIG00000006202	NONE	ENSDARG00000059961	NONE	ENSAMXG00000006995	NONE
159	0.918396	ENSTRUG00000010308	NONE	ENSTNIG00000017143	NONE	ENSGACG00000004604	NONE	ENSXMAG00000001927	NONE	ENSORLG00000011822	NONE	ENSONIG00000006206	NONE	ENSDARG00000052331	ENSDARG00000038785	ENSAMXG00000007008	ENSAMXG00000000301
160	0.065982	ENSTRUG00000005095	NONE	ENSTNIG00000017169	NONE	ENSGACG00000000310	NONE	ENSXMAG00000010581	ENSXMAG00000002123	ENSORLG00000000098	NONE	ENSONIG00000005810	ENSONIG00000012271	ENSDARG00000062338	ENSDARG00000078416	ENSAMXG00000012825	ENSAMXG00000008022
161	0.0665864	ENSTRUG00000004589	NONE	ENSTNIG00000017166	NONE	NONE	ENSGACG00000015083	ENSXMAG00000010594	ENSXMAG00000002106	ENSORLG00000000099	NONE	ENSONIG00000005816	ENSONIG00000012275	ENSDARG00000011188	NONE	ENSAMXG00000012841	ENSAMXG00000007989
162	0.0960378	ENSTRUG00000014132	NONE	ENSTNIG00000002712	NONE	ENSGACG00000000317	ENSGACG00000015060	ENSXMAG00000010638	NONE	ENSORLG00000000108	ENSORLG00000020184	ENSONIG00000005818	ENSONIG00000012293	ENSDARG00000076027	NONE	ENSAMXG00000012968	NONE
163	0.618426	ENSTRUG00000002727	NONE	ENSTNIG00000005299	NONE	ENSGACG00000008251	NONE	ENSXMAG00000009827	NONE	ENSORLG00000008284	NONE	ENSONIG00000015678	NONE	ENSDARG00000011079	NONE	ENSAMXG00000005755	NONE
164	0.618485	NONE	ENSTRUG00000009561	NONE	ENSTNIG00000017178	NONE	ENSGACG00000015020	NONE	ENSXMAG00000008300	NONE	ENSORLG00000000005	NONE	ENSONIG00000012336	NONE	ENSDARG00000006040	NONE	ENSAMXG00000004986
165	0.618486	ENSTRUG00000001980	NONE	ENSTNIG00000005298	NONE	ENSGACG00000008266	NONE	ENSXMAG00000009875	NONE	ENSORLG00000008331	NONE	ENSONIG00000015675	NONE	ENSDARG00000021569	NONE	ENSAMXG00000005789	NONE
166	0.618485	ENSTRUG00000001445	NONE	ENSTNIG00000015657	NONE	ENSGACG00000008277	NONE	ENSXMAG00000015078	NONE	ENSORLG00000008338	NONE	ENSONIG00000015671	NONE	ENSDARG00000041728	NONE	ENSAMXG00000005807	NONE
167	0.618376	ENSTRUG00000001280	NONE	ENSTNIG00000015656	NONE	ENSGACG00000008289	NONE	ENSXMAG00000009820	NONE	ENSORLG00000008347	NONE	ENSONIG00000015668	NONE	ENSDARG00000076781	NONE	ENSAMXG00000005837	NONE
168	0.531861	NONE	ENSTRUG00000009863	NONE	ENSTNIG00000000361	NONE	ENSGACG00000015002	NONE	ENSXMAG00000008285	NONE	ENSORLG00000000012	NONE	ENSONIG00000015657	ENSDARG00000058222	ENSDARG00000076872	ENSAMXG00000002002	ENSAMXG00000005012
169	0.599699	NONE	ENSTRUG00000009974	NONE	ENSTNIG00000017180	NONE	ENSGACG00000014998	NONE	ENSXMAG00000008272	NONE	ENSORLG00000000024	NONE	ENSONIG00000004358	ENSDARG00000075111	ENSDARG00000076924	ENSAMXG00000001685	ENSAMXG00000005016
170	0.613691	ENSTRUG00000014870	NONE	ENSTNIG00000006702	NONE	ENSGACG00000002144	NONE	ENSXMAG00000001204	NONE	ENSORLG00000010301	NONE	ENSONIG00000017084	NONE	ENSDARG00000078188	NONE	ENSAMXG00000002120	NONE
171	0.61375	NONE	ENSTRUG00000007905	NONE	ENSTNIG00000008340	NONE	ENSGACG00000014709	NONE	ENSXMAG00000007843	NONE	ENSORLG00000002331	NONE	ENSONIG00000013379	NONE	ENSDARG00000012051	NONE	ENSAMXG00000013568
172	0.613693	ENSTRUG00000014828	NONE	ENSTNIG00000005540	NONE	ENSGACG00000002141	NONE	ENSXMAG00000001242	NONE	ENSORLG00000010310	NONE	ENSONIG00000017086	NONE	ENSDARG00000069383	NONE	ENSAMXG00000002113	NONE
173	0.381253	ENSTRUG00000014697	ENSTRUG00000007984	ENSTNIG00000008335	ENSTNIG00000008339	ENSGACG00000017590	ENSGACG00000014712	ENSXMAG00000001305	ENSXMAG00000007848	NONE	ENSORLG00000002359	ENSONIG00000017092	ENSONIG00000013380	NONE	ENSDARG00000093420	NONE	ENSAMXG00000015423
174	0.609476	ENSTRUG00000014735	NONE	ENSTNIG00000016438	NONE	ENSGACG00000006493	NONE	ENSXMAG00000016001	NONE	ENSORLG00000016037	NONE	ENSONIG00000004208	NONE	ENSDARG00000069134	NONE	ENSAMXG00000018901	NONE
175	0.60072	ENSTRUG00000008503	ENSTRUG00000014636	ENSTNIG00000016436	ENSTNIG00000008323	ENSGACG00000006497	ENSGACG00000014727	ENSXMAG00000016012	ENSXMAG00000007866	ENSORLG00000016023	ENSORLG00000002392	ENSONIG00000004212	ENSONIG00000013385	ENSDARG00000089536	ENSDARG00000063207	ENSAMXG00000018917	NONE
176	0.609022	NONE	ENSTRUG00000008880	NONE	ENSTNIG00000008324	NONE	ENSGACG00000014735	NONE	ENSXMAG00000007902	NONE	ENSORLG00000002409	NONE	ENSONIG00000013400	NONE	ENSDARG00000013741	NONE	ENSAMXG00000009269
177	0.580767	ENSTRUG00000006953	ENSTRUG00000008767	ENSTNIG00000000127	ENSTNIG00000008325	ENSGACG00000006539	NONE	ENSXMAG00000016172	NONE	ENSORLG00000015981	ENSORLG00000002432	ENSONIG00000004223	ENSONIG00000013405	ENSDARG00000014196	ENSDARG00000017441	ENSAMXG00000006751	ENSAMXG00000009232
178	0.158227	ENSTRUG00000011275	NONE	ENSTNIG00000014300	NONE	ENSGACG00000000209	ENSGACG00000013527	ENSXMAG00000016101	ENSXMAG00000008147	ENSORLG00000016535	NONE	ENSONIG00000010775	ENSONIG00000009839	ENSDARG00000006200	NONE	ENSAMXG00000011801	NONE
179	0.159022	ENSTRUG00000012302	NONE	ENSTNIG00000014297	ENSTNIG00000004780	ENSGACG00000000206	ENSGACG00000013518	ENSXMAG00000016143	ENSXMAG00000008109	ENSORLG00000016571	NONE	ENSONIG00000010801	ENSONIG00000009832	ENSDARG00000062427	NONE	ENSAMXG00000011765	NONE
180	0.350279	ENSTRUG00000012032	ENSTRUG00000001945	ENSTNIG00000014291	NONE	ENSGACG00000005469	ENSGACG00000020607	ENSXMAG00000002342	ENSXMAG00000010641	ENSORLG00000009666	ENSORLG00000005047	ENSONIG00000010838	ENSONIG00000004818	ENSDARG00000039490	ENSDARG00000044091	ENSAMXG00000020312	ENSAMXG00000016594
181	0.368367	ENSTRUG00000011859	ENSTRUG00000003499	NONE	ENSTNIG00000006856	ENSGACG00000005457	ENSGACG00000020606	ENSXMAG00000002365	ENSXMAG00000010628	ENSORLG00000009715	ENSORLG00000005019	ENSONIG00000010841	ENSONIG00000004815	ENSDARG00000036848	ENSDARG00000061120	ENSAMXG00000020304	ENSAMXG00000016552
182	0.387802	ENSTRUG00000011349	NONE	NONE	ENSTNIG00000019590	ENSGACG00000005438	NONE	ENSXMAG00000002379	NONE	ENSORLG00000009740	ENSORLG00000008879	ENSONIG00000010849	NONE	ENSDARG00000061579	NONE	ENSAMXG00000020294	NONE
183	0.883514	ENSTRUG00000011181	ENSTRUG00000011971	ENSTNIG00000014289	ENSTNIG00000002371	ENSGACG00000005430	NONE	ENSXMAG00000002446	NONE	ENSORLG00000009778	NONE	ENSONIG00000010865	ENSONIG00000009518	ENSDARG00000055635	NONE	ENSAMXG00000008872	NONE
184	0.98436	ENSTRUG00000011125	NONE	ENSTNIG00000014288	NONE	ENSGACG00000005426	NONE	ENSXMAG00000002452	NONE	ENSORLG00000009785	NONE	ENSONIG00000010868	NONE	ENSDARG00000076834	NONE	ENSAMXG00000008877	ENSAMXG00000019786
185	0.985262	ENSTRUG00000011012	NONE	ENSTNIG00000014287	NONE	ENSGACG00000005396	NONE	ENSXMAG00000002454	NONE	ENSORLG00000009813	NONE	ENSONIG00000010869	NONE	ENSDARG00000092305	NONE	ENSAMXG00000008881	ENSAMXG00000019770
186	0.98602	ENSTRUG00000010935	NONE	ENSTNIG00000014286	NONE	ENSGACG00000005384	NONE	ENSXMAG00000002469	NONE	ENSORLG00000009827	NONE	ENSONIG00000010873	NONE	ENSDARG00000069314	NONE	ENSAMXG00000008882	NONE
187	0.145941	NONE	ENSTRUG00000012109	ENSTNIG00000014358	NONE	ENSGACG00000005047	NONE	ENSXMAG00000006708	ENSXMAG00000012318	ENSORLG00000009912	ENSORLG00000014803	ENSONIG00000016095	NONE	ENSDARG00000074120	ENSDARG00000020107	ENSAMXG00000010575	NONE
